Date,SalesPerson,Sales,Total Excluding Tax,Total Including Tax,Profit
18/06/2014,Jack Potter,26,32038.4,36844.16,15920.9
18/06/2014,Kayla Woodcock,24,11161,12835.16,4813
18/06/2014,Lily Code,32,23749,27311.36,12370.25
18/06/2014,Sophia Hinton,14,6688,7691.2,3396
18/06/2014,Taj Shand,23,20229.1,23263.47,9251.7
19/06/2014,Amy Trefl,29,14066.4,16176.36,7783.6
19/06/2014,Anthony Grosse,30,17323.75,19922.31,8545
19/06/2014,Archer Lamble,15,10639.4,12235.31,5145.2
19/06/2014,Hudson Hollinworth,27,51898,59682.7,24311.5
19/06/2014,Hudson Onslow,17,10615,12207.25,4461
19/06/2014,Jack Potter,29,22361.25,25715.44,11731.5
19/06/2014,Kayla Woodcock,23,18882.1,21714.42,9024.7
19/06/2014,Lily Code,25,9907.55,11393.68,5293.6
19/06/2014,Sophia Hinton,25,24815.6,28537.95,13191.05
19/06/2014,Taj Shand,25,20616.9,23709.44,10902.9
20/06/2014,Amy Trefl,42,28069.7,32280.17,13172
20/06/2014,Anthony Grosse,32,26818.5,30841.28,11812.7
20/06/2014,Archer Lamble,28,21209.4,24390.81,13601.55
20/06/2014,Hudson Hollinworth,50,37087.3,42650.4,22363
20/06/2014,Hudson Onslow,31,33995.4,39094.71,14795.2
20/06/2014,Jack Potter,36,17143.3,19714.8,7826.5
20/06/2014,Kayla Woodcock,40,32850.7,37778.31,15488.2
20/06/2014,Lily Code,16,22267,25607.05,11233
20/06/2014,Sophia Hinton,23,16171.6,18597.34,7982.1
20/06/2014,Taj Shand,25,9359.6,10763.54,5240.5
21/06/2014,Amy Trefl,11,4414.2,5076.33,2418.7
21/06/2014,Anthony Grosse,7,8067.75,9277.91,4344.25
21/06/2014,Archer Lamble,2,251,288.65,159.5
21/06/2014,Hudson Hollinworth,17,8560.5,9844.58,4216.5
21/06/2014,Hudson Onslow,9,2840,3266,772
21/06/2014,Jack Potter,10,4405.5,5066.33,2442.5
21/06/2014,Kayla Woodcock,2,1755.6,2018.94,962.8
21/06/2014,Lily Code,10,14029,16133.35,4924.5
21/06/2014,Sophia Hinton,8,1600,1840,589.5
21/06/2014,Taj Shand,2,186,213.9,102
23/06/2014,Amy Trefl,21,16407.1,18868.17,7537.7
23/06/2014,Anthony Grosse,47,24611,28302.66,11774.1
23/06/2014,Archer Lamble,7,5220.2,6003.23,3125.1
23/06/2014,Hudson Hollinworth,36,22579.4,25966.31,12130.9
23/06/2014,Hudson Onslow,30,32926.4,37865.36,18249.7
23/06/2014,Jack Potter,19,29768.2,34233.43,14191.6
23/06/2014,Kayla Woodcock,29,10851.35,12479.05,5887.3
23/06/2014,Lily Code,23,14548.4,16730.66,6995.8
23/06/2014,Sophia Hinton,16,6399,7358.85,3755.1
23/06/2014,Taj Shand,30,22823.7,26247.26,12298.35
24/06/2014,Amy Trefl,12,21547,24779.05,11282
24/06/2014,Anthony Grosse,44,34229.6,39364.04,16060.75
24/06/2014,Archer Lamble,27,11935.5,13725.83,6534
24/06/2014,Hudson Hollinworth,36,26303.8,30249.37,13034.2
24/06/2014,Hudson Onslow,26,28246.1,32483.02,15190
24/06/2014,Jack Potter,17,8482.2,9754.53,3289.7
24/06/2014,Kayla Woodcock,50,31100.5,35765.58,15820.45
24/06/2014,Lily Code,31,27972.25,32168.09,14653.25
24/06/2014,Sophia Hinton,27,14566,16750.9,7212.2
24/06/2014,Taj Shand,42,30452.5,35020.38,14860.2
25/06/2014,Amy Trefl,13,4955.6,5698.94,2054.5
25/06/2014,Anthony Grosse,37,20602.35,23692.71,9696.05
25/06/2014,Archer Lamble,24,29422.5,33835.88,17423
25/06/2014,Hudson Hollinworth,11,4429.25,5093.64,2401
25/06/2014,Hudson Onslow,31,30698.7,35303.51,14180.1
25/06/2014,Jack Potter,16,10705.8,12311.67,4949.7
25/06/2014,Kayla Woodcock,27,13905.3,15991.1,7482.4
25/06/2014,Lily Code,10,5198.25,5977.99,2423.25
25/06/2014,Sophia Hinton,18,11133.65,12803.7,5967.05
25/06/2014,Taj Shand,12,6240.1,7176.12,3389.7
26/06/2014,Amy Trefl,38,18525.95,21304.86,10061.7
26/06/2014,Anthony Grosse,15,13263.4,15252.91,6334.9
26/06/2014,Archer Lamble,19,20081.8,23094.07,10958.3
26/06/2014,Hudson Hollinworth,29,14270.75,16411.36,7250.75
26/06/2014,Hudson Onslow,24,12999.8,14949.78,5954.9
26/06/2014,Jack Potter,19,6966.1,8011.02,3551.6
26/06/2014,Kayla Woodcock,30,26729.95,30739.44,12910.45
26/06/2014,Lily Code,32,26838.75,30864.57,13559.05
26/06/2014,Sophia Hinton,25,15958.4,18352.16,8630.9
26/06/2014,Taj Shand,35,22912.95,26349.9,10490.05
27/06/2014,Amy Trefl,8,5113.6,5880.64,2695.8
27/06/2014,Anthony Grosse,12,5328.3,6127.55,2573.5
27/06/2014,Archer Lamble,5,4546,5227.9,2606
27/06/2014,Hudson Hollinworth,23,24389.5,28047.93,11243
27/06/2014,Hudson Onslow,11,6283.25,7225.74,3421.75
27/06/2014,Jack Potter,25,20039,23044.85,10276.8
27/06/2014,Kayla Woodcock,28,28217.3,32449.91,13743.5
27/06/2014,Lily Code,36,29161.15,33535.32,13578.35
27/06/2014,Sophia Hinton,31,20012.4,23014.26,10124
27/06/2014,Taj Shand,36,19250.25,22137.79,10800.15
28/06/2014,Amy Trefl,21,13630,15674.5,7177.5
28/06/2014,Anthony Grosse,20,7795.35,8964.65,3852.35
28/06/2014,Archer Lamble,11,7299.6,8394.54,3651.2
28/06/2014,Hudson Hollinworth,8,4298,4942.7,1923
28/06/2014,Hudson Onslow,27,23986.25,27584.19,12207.5
28/06/2014,Jack Potter,9,4711,5417.65,2181
28/06/2014,Kayla Woodcock,8,5665,6514.75,3532.5
28/06/2014,Lily Code,8,8734.2,10044.34,7104.4
28/06/2014,Sophia Hinton,27,15403.35,17713.85,7075.85
28/06/2014,Taj Shand,6,4241,4877.15,2260.5
30/06/2014,Amy Trefl,11,15224.2,17507.83,8275.1
30/06/2014,Anthony Grosse,17,9996.45,11495.92,4229.2
30/06/2014,Archer Lamble,13,4630.5,5325.08,1984
30/06/2014,Hudson Hollinworth,18,10497.4,12072.01,4677.9
30/06/2014,Hudson Onslow,14,24174.3,27800.45,10570.9
30/06/2014,Jack Potter,6,3780.95,4348.09,2142.05
30/06/2014,Kayla Woodcock,11,19335,22235.25,8561
30/06/2014,Lily Code,12,7677.6,8829.24,2440.85
30/06/2014,Sophia Hinton,17,15651.8,17999.57,8906.9
30/06/2014,Taj Shand,26,28044,32250.6,12659.5
01/07/2014,Amy Trefl,28,11890.2,13673.73,6043.6
01/07/2014,Anthony Grosse,20,23923.7,27512.26,12905.9
01/07/2014,Archer Lamble,18,9851.1,11328.77,4706.6
01/07/2014,Hudson Hollinworth,11,7043.6,8100.14,3592.1
01/07/2014,Hudson Onslow,5,2598,2987.7,514
01/07/2014,Jack Potter,11,10915.9,12553.29,5757.7
01/07/2014,Kayla Woodcock,10,7335.5,8435.83,3609.5
01/07/2014,Lily Code,22,17217.55,19800.18,8059.8
01/07/2014,Sophia Hinton,22,15864.9,18244.64,7601.6
01/07/2014,Taj Shand,33,20854.1,23982.22,10548.5
02/07/2014,Amy Trefl,19,22114.5,25431.68,9294
02/07/2014,Anthony Grosse,17,6013.5,6915.53,3642.1
02/07/2014,Archer Lamble,11,5247,6034.06,1790.5
02/07/2014,Hudson Hollinworth,13,7905.8,9091.67,3597.05
02/07/2014,Hudson Onslow,10,9305,10700.75,3943
02/07/2014,Jack Potter,23,13347.7,15349.86,7113.7
02/07/2014,Kayla Woodcock,15,5379.7,6186.66,2850.8
02/07/2014,Lily Code,22,14514.15,16691.28,8052.2
02/07/2014,Sophia Hinton,17,14546.75,16728.76,8833.9
02/07/2014,Taj Shand,21,5872.6,6753.49,3024.65
03/07/2014,Amy Trefl,66,56612.85,65104.78,30443.3
03/07/2014,Anthony Grosse,24,12074.8,13886.02,4738.3
03/07/2014,Archer Lamble,42,41435.7,47651.06,20147.85
03/07/2014,Hudson Hollinworth,25,35069.1,40329.47,16595
03/07/2014,Hudson Onslow,12,13216.25,15198.69,7606.5
03/07/2014,Jack Potter,27,21139,24309.85,14567.45
03/07/2014,Kayla Woodcock,28,24483,28155.45,12532.5
03/07/2014,Lily Code,37,18188.7,20917.01,9031.3
03/07/2014,Sophia Hinton,41,36437.6,41903.24,18308.2
03/07/2014,Taj Shand,24,18539.75,21320.72,8570.7
04/07/2014,Amy Trefl,15,5528.6,6357.89,1943.9
04/07/2014,Anthony Grosse,23,8121,9339.15,4448.5
04/07/2014,Archer Lamble,41,29760.55,34224.64,15349.75
04/07/2014,Hudson Hollinworth,27,24984.2,28731.84,11945.9
04/07/2014,Hudson Onslow,25,19315.9,22213.29,10087.9
04/07/2014,Jack Potter,23,21751.6,25014.34,11733.15
04/07/2014,Kayla Woodcock,40,28780.65,33097.75,13778.6
04/07/2014,Lily Code,34,32550.6,37433.19,15072.2
04/07/2014,Sophia Hinton,33,54069.3,62179.7,27982.8
04/07/2014,Taj Shand,39,10017.4,11520.02,4378.6
05/07/2014,Amy Trefl,5,1035.1,1190.37,518.6
05/07/2014,Anthony Grosse,14,14681,16883.15,8177
05/07/2014,Archer Lamble,21,14423.2,16586.69,7532.2
05/07/2014,Hudson Hollinworth,6,10390.2,11948.73,8428.2
05/07/2014,Hudson Onslow,14,6933,7972.95,2364.5
05/07/2014,Jack Potter,7,4891.2,5624.88,2341.7
05/07/2014,Kayla Woodcock,8,4833,5557.95,2021.5
05/07/2014,Lily Code,16,17141.8,19713.07,9021.9
05/07/2014,Sophia Hinton,13,6143.6,7065.14,2909.3
05/07/2014,Taj Shand,15,12910,14846.5,7066.2
07/07/2014,Amy Trefl,25,41441.6,47657.84,18631
07/07/2014,Anthony Grosse,48,36016.35,41418.81,17036.05
07/07/2014,Archer Lamble,25,16266.2,18706.13,8104.05
07/07/2014,Hudson Hollinworth,33,41281.3,47473.5,23890.5
07/07/2014,Hudson Onslow,22,10062.7,11572.11,5307.5
07/07/2014,Jack Potter,23,17443.7,20060.26,8329
07/07/2014,Kayla Woodcock,15,7611.6,8753.34,3460
07/07/2014,Lily Code,27,12851.65,14779.41,5353
07/07/2014,Sophia Hinton,25,18562.9,21347.34,8784.8
07/07/2014,Taj Shand,21,13303.25,15298.74,7372.55
08/07/2014,Amy Trefl,35,24359.95,28013.94,11156.2
08/07/2014,Anthony Grosse,17,11375,13081.25,6212.5
08/07/2014,Archer Lamble,17,16507.4,18983.51,8004.7
08/07/2014,Hudson Hollinworth,44,44160,50784,22350.5
08/07/2014,Hudson Onslow,20,7355,8458.25,2901
08/07/2014,Jack Potter,26,22546.15,25928.07,11241.65
08/07/2014,Kayla Woodcock,30,28918.3,33256.05,15395.3
08/07/2014,Lily Code,27,15943.25,18334.74,7131.5
08/07/2014,Sophia Hinton,24,37959.8,43653.77,17063.8
08/07/2014,Taj Shand,31,31402.25,36112.59,17329.25
09/07/2014,Amy Trefl,22,13602.8,15643.22,6613.7
09/07/2014,Anthony Grosse,12,8098.5,9313.28,2991.5
09/07/2014,Archer Lamble,16,15050.4,17307.96,8074.4
09/07/2014,Hudson Hollinworth,14,9788.4,11256.66,5119.2
09/07/2014,Hudson Onslow,34,9747.25,11209.34,5323.25
09/07/2014,Jack Potter,31,23076.45,26537.92,11048.7
09/07/2014,Kayla Woodcock,22,20671.9,23772.69,10062.25
09/07/2014,Lily Code,34,25885.9,29768.79,12925.7
09/07/2014,Sophia Hinton,22,10211.5,11743.23,5901.25
09/07/2014,Taj Shand,28,37148.8,42721.12,25235.6
10/07/2014,Amy Trefl,28,18252.25,20990.1,9545.5
10/07/2014,Anthony Grosse,52,29541.05,33972.21,14433.8
10/07/2014,Archer Lamble,22,14927.3,17166.4,8450.85
10/07/2014,Hudson Onslow,3,512.2,589.03,284.4
10/07/2014,Jack Potter,13,4315.15,4962.43,1674.3
10/07/2014,Kayla Woodcock,12,6465.4,7435.21,3144.7
10/07/2014,Lily Code,13,5784,6651.6,2905
10/07/2014,Sophia Hinton,8,14252.25,16390.09,7013.25
10/07/2014,Taj Shand,5,13545,15576.75,5876
11/07/2014,Amy Trefl,29,27659.2,31808.08,13780.2
11/07/2014,Anthony Grosse,13,16646,19142.9,9119
11/07/2014,Archer Lamble,38,35216.35,40498.8,15330.65
11/07/2014,Hudson Hollinworth,42,23093.9,26557.99,11241.8
11/07/2014,Hudson Onslow,23,20138.6,23159.39,9730.1
11/07/2014,Jack Potter,29,34520.6,39698.7,18651.75
11/07/2014,Kayla Woodcock,14,10063.25,11572.74,5589.5
11/07/2014,Lily Code,57,34655.9,39854.29,16814.3
11/07/2014,Sophia Hinton,27,15731.5,18091.23,8422.2
11/07/2014,Taj Shand,14,11840.3,13616.35,6234
12/07/2014,Amy Trefl,6,5146,5917.9,3015.5
12/07/2014,Anthony Grosse,8,2964.8,3409.52,1552.9
12/07/2014,Archer Lamble,17,15755.3,18118.6,8776.4
12/07/2014,Hudson Hollinworth,17,12165.75,13990.61,4473
12/07/2014,Hudson Onslow,19,9662.5,11111.88,5107.5
12/07/2014,Jack Potter,15,14356.5,16509.98,7394
12/07/2014,Kayla Woodcock,9,7710,8866.5,5232.5
12/07/2014,Lily Code,14,10200.25,11730.29,4967
12/07/2014,Sophia Hinton,10,18188,20916.2,12513
12/07/2014,Taj Shand,38,15341.55,17642.79,7924.05
14/07/2014,Amy Trefl,19,23177.2,26653.78,14963.6
14/07/2014,Anthony Grosse,12,4791.4,5510.11,2674.5
14/07/2014,Archer Lamble,44,32301,37146.15,16754.5
14/07/2014,Hudson Hollinworth,23,18341,21092.15,9862.5
14/07/2014,Hudson Onslow,22,29592,34030.8,12672.25
14/07/2014,Jack Potter,34,33502.25,38527.59,15201.65
14/07/2014,Kayla Woodcock,20,17839,20514.85,8728.5
14/07/2014,Lily Code,34,27873.6,32054.64,17969.65
14/07/2014,Sophia Hinton,34,24279.5,27921.43,12294
14/07/2014,Taj Shand,24,12280,14122,6032.5
15/07/2014,Amy Trefl,19,8991.4,10340.11,4694.2
15/07/2014,Anthony Grosse,33,21429.75,24644.21,10477
15/07/2014,Archer Lamble,44,29252.95,33640.89,15310
15/07/2014,Hudson Hollinworth,32,10223.7,11757.26,4733.5
15/07/2014,Hudson Onslow,27,12067.2,13877.28,6235.1
15/07/2014,Jack Potter,23,20029.5,23033.93,9159.1
15/07/2014,Kayla Woodcock,44,20212.1,23243.92,7903.1
15/07/2014,Lily Code,19,15881.8,18264.07,5685
15/07/2014,Sophia Hinton,40,31741.7,36502.96,14220
15/07/2014,Taj Shand,28,22795.2,26214.48,12045.4
16/07/2014,Amy Trefl,12,13788.9,15857.24,6701.9
16/07/2014,Anthony Grosse,37,25490.5,29314.08,13684.9
16/07/2014,Archer Lamble,41,24513.15,28190.12,13322.2
16/07/2014,Hudson Hollinworth,40,32020.55,36823.63,18555.8
16/07/2014,Hudson Onslow,11,2718.7,3126.51,1459.9
16/07/2014,Jack Potter,50,33966.8,39061.83,17403.9
16/07/2014,Kayla Woodcock,40,43578.4,50115.16,22304.75
16/07/2014,Lily Code,35,23298.8,26793.63,11467.2
16/07/2014,Sophia Hinton,34,26110.75,30027.37,12080.5
16/07/2014,Taj Shand,20,10539.5,12120.43,5488.5
17/07/2014,Amy Trefl,13,22111.4,25428.11,8799.5
17/07/2014,Anthony Grosse,1,960,1104,450
17/07/2014,Archer Lamble,12,2343.2,2694.68,1339.1
17/07/2014,Hudson Hollinworth,17,7215.7,8298.06,3420.5
17/07/2014,Hudson Onslow,16,12460.8,14329.92,6310.1
17/07/2014,Jack Potter,21,12146.75,13968.76,6730
17/07/2014,Kayla Woodcock,12,21498.5,24723.28,11890.5
17/07/2014,Lily Code,19,11165.1,12839.86,5288.25
17/07/2014,Sophia Hinton,34,22116,25433.4,11130.5
17/07/2014,Taj Shand,11,2952,3394.8,1617.5
18/07/2014,Amy Trefl,18,9330.8,10730.42,4839.7
18/07/2014,Anthony Grosse,29,52681.3,60583.5,29490.15
18/07/2014,Archer Lamble,37,29852.75,34330.67,14165
18/07/2014,Hudson Hollinworth,43,25737.8,29598.47,13053
18/07/2014,Hudson Onslow,30,14971.6,17217.34,8222.65
18/07/2014,Jack Potter,34,37742.2,43403.53,18934.6
18/07/2014,Kayla Woodcock,28,12213,14044.95,6739.5
18/07/2014,Lily Code,24,18080.35,20792.42,9417.65
18/07/2014,Sophia Hinton,24,22162,25486.3,9933
18/07/2014,Taj Shand,21,10236,11771.4,4652.5
19/07/2014,Amy Trefl,10,4536.5,5216.98,2175.5
19/07/2014,Anthony Grosse,8,3602.6,4142.99,1850.5
19/07/2014,Archer Lamble,6,4326.8,4975.82,2276.2
19/07/2014,Hudson Hollinworth,11,5276,6067.4,2896.5
19/07/2014,Hudson Onslow,7,5057,5815.55,1247.5
19/07/2014,Jack Potter,5,12410,14271.5,6762.5
19/07/2014,Kayla Woodcock,3,795,914.25,469.5
19/07/2014,Lily Code,7,1357.8,1561.47,785.4
19/07/2014,Sophia Hinton,24,15102.6,17367.99,7515.8
19/07/2014,Taj Shand,24,14390.9,16549.54,5038.9
21/07/2014,Amy Trefl,13,10194.3,11723.45,5371.1
21/07/2014,Anthony Grosse,25,11819.5,13592.43,7069.5
21/07/2014,Archer Lamble,33,34297.9,39442.59,15481.9
21/07/2014,Hudson Hollinworth,17,14592.1,16780.92,6136.1
21/07/2014,Hudson Onslow,45,24164.6,27789.29,11252.05
21/07/2014,Jack Potter,27,16842.5,19368.89,8184
21/07/2014,Kayla Woodcock,32,51758.8,59522.62,23699.7
21/07/2014,Lily Code,45,28229.6,32464.04,12287.9
21/07/2014,Sophia Hinton,29,14397.2,16556.78,7191.1
21/07/2014,Taj Shand,33,29967.05,34462.11,14183.55
22/07/2014,Amy Trefl,15,12828,14752.2,6479
22/07/2014,Anthony Grosse,31,28055.4,32263.71,14438.4
22/07/2014,Archer Lamble,43,18082,20794.3,8738.5
22/07/2014,Hudson Hollinworth,30,22546.95,25928.99,10299.1
22/07/2014,Hudson Onslow,52,41348.9,47551.24,19849.7
22/07/2014,Jack Potter,19,9519.65,10947.6,4883.2
22/07/2014,Kayla Woodcock,39,35991.1,41389.78,18089.4
22/07/2014,Lily Code,52,48072.55,55283.44,26960.65
22/07/2014,Sophia Hinton,19,16849.7,19377.16,8311.15
22/07/2014,Taj Shand,21,23364.75,26869.47,11471.65
23/07/2014,Amy Trefl,18,12502.6,14378,5943.9
23/07/2014,Anthony Grosse,14,10445.4,12012.21,5448.2
23/07/2014,Archer Lamble,2,1170,1345.5,234
23/07/2014,Hudson Hollinworth,9,4540.45,5221.52,2469.1
23/07/2014,Hudson Onslow,18,19201,22081.15,9631.9
23/07/2014,Jack Potter,31,29850.2,34327.73,15388.1
23/07/2014,Kayla Woodcock,29,19692.8,22646.72,10204.4
23/07/2014,Lily Code,24,7982.65,9180.05,3684.55
23/07/2014,Sophia Hinton,27,17650.25,20297.79,7117.9
23/07/2014,Taj Shand,18,9394.3,10803.46,4461.8
24/07/2014,Amy Trefl,25,18142.6,20863.99,9083.5
24/07/2014,Anthony Grosse,24,20898.05,24032.76,9753
24/07/2014,Archer Lamble,14,4052.75,4660.67,1248
24/07/2014,Hudson Hollinworth,31,41463.2,47682.68,24249.5
24/07/2014,Hudson Onslow,25,17888.65,20571.95,8517.25
24/07/2014,Jack Potter,14,16418.25,18880.99,7410
24/07/2014,Kayla Woodcock,28,36857,42385.55,16012.8
24/07/2014,Lily Code,36,32682.4,37584.76,15647.75
24/07/2014,Sophia Hinton,26,14048.6,16155.89,6061.5
24/07/2014,Taj Shand,18,12566.9,14451.94,6728.8
25/07/2014,Amy Trefl,34,30260.4,34799.46,18606.5
25/07/2014,Anthony Grosse,44,32453.35,37321.36,14235.7
25/07/2014,Archer Lamble,36,37336.2,42936.63,18152.7
25/07/2014,Hudson Hollinworth,14,10411.4,11973.11,5364
25/07/2014,Hudson Onslow,17,6716,7723.4,3218.6
25/07/2014,Jack Potter,14,5695.4,6549.71,2878.2
25/07/2014,Kayla Woodcock,21,15979.2,18376.08,8789.7
25/07/2014,Lily Code,19,9521.55,10949.79,4544.75
25/07/2014,Sophia Hinton,32,36091.3,41505,17814.9
25/07/2014,Taj Shand,20,12474.2,14345.33,5400.4
26/07/2014,Amy Trefl,23,11272.6,12963.5,5623.45
26/07/2014,Anthony Grosse,6,2979.2,3426.08,1705.2
26/07/2014,Archer Lamble,11,7950.3,9142.85,4158.6
26/07/2014,Hudson Hollinworth,15,5538.8,6369.62,3128
26/07/2014,Hudson Onslow,29,21877.35,25158.95,9922.85
26/07/2014,Jack Potter,20,15240.75,17526.86,7558.5
26/07/2014,Kayla Woodcock,15,16183.6,18611.14,11590.2
26/07/2014,Lily Code,14,11446.3,13163.25,6243.5
26/07/2014,Sophia Hinton,21,6740.5,7751.58,2931.5
26/07/2014,Taj Shand,19,15994,18393.1,7875
28/07/2014,Amy Trefl,9,7154,8227.1,3165.5
28/07/2014,Anthony Grosse,19,6875.1,7906.37,4210.3
28/07/2014,Archer Lamble,11,4807.45,5528.57,2778.1
28/07/2014,Hudson Hollinworth,16,5801.8,6672.07,3190.9
28/07/2014,Hudson Onslow,15,14441,16607.15,8002
28/07/2014,Jack Potter,18,15632.6,17977.49,7470.8
28/07/2014,Kayla Woodcock,9,2543.95,2925.54,1372.35
28/07/2014,Lily Code,23,34076.25,39187.69,14940.5
28/07/2014,Sophia Hinton,21,19566.8,22501.82,9229.7
28/07/2014,Taj Shand,19,7998.9,9198.74,4147.1
29/07/2014,Amy Trefl,27,17387,19995.05,8543.9
29/07/2014,Anthony Grosse,34,23109.6,26576.04,11341.3
29/07/2014,Archer Lamble,26,24272.8,27913.72,12450.85
29/07/2014,Hudson Hollinworth,43,27611.7,31753.46,13110.3
29/07/2014,Hudson Onslow,17,8405.05,9665.81,4849.65
29/07/2014,Jack Potter,15,8591.3,9880,4192.4
29/07/2014,Kayla Woodcock,15,14578,16764.7,5749.5
29/07/2014,Lily Code,24,20287.2,23330.28,9334.55
29/07/2014,Sophia Hinton,21,31087.4,35750.51,12296.3
29/07/2014,Taj Shand,18,9551.6,10984.34,5051.5
30/07/2014,Amy Trefl,32,19752.2,22715.04,8941.6
30/07/2014,Anthony Grosse,45,32634.05,37529.17,16171.75
30/07/2014,Archer Lamble,15,5369.75,6175.21,3255.5
30/07/2014,Hudson Hollinworth,38,23342.85,26844.28,10748.4
30/07/2014,Hudson Onslow,24,20484,23556.6,8099
30/07/2014,Jack Potter,40,33981.4,39078.61,16544.5
30/07/2014,Kayla Woodcock,25,16422,18885.31,8365.7
30/07/2014,Lily Code,53,38068.8,43779.13,18950.55
30/07/2014,Sophia Hinton,20,35573,40908.95,17142.5
30/07/2014,Taj Shand,15,4826,5549.9,2525.7
31/07/2014,Amy Trefl,16,24442.4,28108.76,10857.3
31/07/2014,Anthony Grosse,14,6268.75,7209.06,2839.75
31/07/2014,Archer Lamble,17,8588.15,9876.37,4750.65
31/07/2014,Hudson Hollinworth,11,6861.05,7890.21,3520.3
31/07/2014,Hudson Onslow,25,26435.9,30401.29,11850.2
31/07/2014,Jack Potter,19,16251.75,18689.51,7980
31/07/2014,Kayla Woodcock,6,6522,7500.3,2743
31/07/2014,Lily Code,19,15614.4,17956.56,7820.8
31/07/2014,Sophia Hinton,9,4021.75,4625.01,2256.25
31/07/2014,Taj Shand,7,2566.6,2951.59,1218.5
01/08/2014,Amy Trefl,28,25127.95,28897.15,11173.85
01/08/2014,Anthony Grosse,16,12113,13929.96,5840.75
01/08/2014,Archer Lamble,18,14310.25,16456.79,7981.75
01/08/2014,Hudson Hollinworth,17,8918.4,10256.16,2624.7
01/08/2014,Hudson Onslow,21,20172.3,23198.15,10611.8
01/08/2014,Jack Potter,18,8195.4,9424.71,3423.5
01/08/2014,Kayla Woodcock,37,24683.4,28385.92,12813
01/08/2014,Lily Code,5,2115.55,2432.88,1072.3
01/08/2014,Sophia Hinton,16,14348,16500.2,6421
01/08/2014,Taj Shand,14,5318,6115.7,2811.1
02/08/2014,Amy Trefl,6,3290,3783.51,1693
02/08/2014,Anthony Grosse,16,14167.5,16292.63,7202.25
02/08/2014,Archer Lamble,15,22378,25734.7,11507.5
02/08/2014,Hudson Hollinworth,14,13783.2,15850.68,5065.9
02/08/2014,Hudson Onslow,19,11358.75,13062.56,5277.7
02/08/2014,Jack Potter,5,901,1036.15,416
02/08/2014,Kayla Woodcock,12,7136.15,8206.57,2242.45
02/08/2014,Lily Code,3,2887,3320.05,1521.5
02/08/2014,Sophia Hinton,14,12890,14823.5,5278.5
02/08/2014,Taj Shand,13,4957,5700.55,2734.5
04/08/2014,Amy Trefl,24,35291.4,40585.11,18093.5
04/08/2014,Anthony Grosse,21,14883.95,17116.55,5888.2
04/08/2014,Archer Lamble,25,14780.6,16997.69,6805.65
04/08/2014,Hudson Hollinworth,33,53099.55,61064.49,23319.3
04/08/2014,Hudson Onslow,36,31150.4,35822.96,15161
04/08/2014,Jack Potter,32,34348.5,39500.78,15117.1
04/08/2014,Kayla Woodcock,17,11937.1,13727.67,6159.95
04/08/2014,Lily Code,30,29071.9,33432.69,12044.8
04/08/2014,Sophia Hinton,32,19692,22645.8,9189.5
04/08/2014,Taj Shand,24,31007,35658.05,14722.9
05/08/2014,Amy Trefl,15,12214,14046.1,5838
05/08/2014,Anthony Grosse,6,845.3,972.1,506
05/08/2014,Archer Lamble,28,25451.3,29269,11623.1
05/08/2014,Hudson Hollinworth,36,18303.6,21049.14,9395.7
05/08/2014,Hudson Onslow,15,8985.8,10333.67,3491.9
05/08/2014,Jack Potter,15,11817.75,13590.42,5382.5
05/08/2014,Kayla Woodcock,24,14964,17208.61,6136.75
05/08/2014,Lily Code,17,5367,6172.05,2444.25
05/08/2014,Sophia Hinton,27,14656.1,16854.51,6301
05/08/2014,Taj Shand,38,14641.4,16837.62,8152
06/08/2014,Amy Trefl,11,5478.5,6300.28,3039
06/08/2014,Anthony Grosse,7,4408,5069.2,2192
06/08/2014,Archer Lamble,11,21278.25,24469.99,9122
06/08/2014,Hudson Hollinworth,22,17742.4,20403.76,7835.3
06/08/2014,Hudson Onslow,15,8718.2,10025.93,4398.6
06/08/2014,Jack Potter,18,7506.8,8632.82,4003.9
06/08/2014,Kayla Woodcock,11,10849,12476.35,5506.5
06/08/2014,Lily Code,13,12790.75,14709.37,5519
06/08/2014,Sophia Hinton,14,25420.25,29233.29,10682.75
06/08/2014,Taj Shand,1,1728,1987.2,1056
07/08/2014,Amy Trefl,22,16829,19353.35,8526.5
07/08/2014,Anthony Grosse,27,16916.35,19453.8,7900.75
07/08/2014,Archer Lamble,15,30278,34819.7,17450.5
07/08/2014,Hudson Hollinworth,26,14781,16998.15,7575.5
07/08/2014,Hudson Onslow,24,25621,29464.15,11841
07/08/2014,Jack Potter,28,17663,20312.45,8306
07/08/2014,Kayla Woodcock,23,14712.2,16919.03,7400.1
07/08/2014,Lily Code,17,5282.2,6074.53,2677.5
07/08/2014,Sophia Hinton,24,10316.6,11864.09,5766.2
07/08/2014,Taj Shand,20,13931.75,16021.52,5963.75
08/08/2014,Amy Trefl,24,15405.8,17716.68,8525.4
08/08/2014,Anthony Grosse,10,7300.75,8395.86,3302.75
08/08/2014,Archer Lamble,30,55131.55,63401.28,23590.5
08/08/2014,Hudson Hollinworth,42,30736.7,35347.21,15227.8
08/08/2014,Hudson Onslow,52,40605.7,46696.56,20002.9
08/08/2014,Jack Potter,37,19205,22085.75,10106.1
08/08/2014,Kayla Woodcock,44,40244.2,46280.83,17773
08/08/2014,Lily Code,47,32254.4,37092.57,15886.6
08/08/2014,Sophia Hinton,18,24031.4,27636.11,12382.15
